total page fault: 31885
PF address            count
1179ef000                 9
11787a000                 9
11787b000                 9
1179b0000                 9
11798a000                 9
1179af000                 9
1179b1000                 9
11798b000                 9
117978000                 9
1179b3000                 9
117972000                 9
11795e000                 9
117970000                 9
117955000                 9
117958000                 9
117957000                 9
117993000                 9
117971000                 9
1179e0000                 9
1179db000                 9
1179dc000                 9
1179dd000                 9
106fe0000                 9
117976000                 9
1179ae000                 9
11796e000                 9
117962000                 9
117886000                 9
117885000                 9
11796f000                 9
11795f000                 9
117889000                 9
11788a000                 9
117982000                 9
117981000                 9
1179f0000                 9
11798e000                 9
117887000                 9
106f3f000                 9
212cf000                  9
10daf6000                 9
21389000                  9
214e8000                  9
214e7000                  9
106a82000                 9
21297000                  9
106f77000                 9
106f76000                 9
10daf4000                 9
21101000                  9
21130000                  9
10dc0c000                 9
212d9000                  9
212d7000                  9
21360000                  9
212c7000                  9
21349000                  9
2130d000                  9
214e0000                  9
213d6000                  9
213d7000                  9
214ab000                  9
2146c000                  9
21286000                  9
213bb000                  9
214b7000                  9
212dc000                  9
212dd000                  9
212de000                  9
213d8000                  9
212da000                  9
21329000                  9
2102e000                  9
2132d000                  9
21002000                  9
106d1d000                 9
106bd7000                 9
139713000                 9
139703000                 9
139714000                 9
13972d000                 9
106c37000                 9
106c39000                 9
106af7000                 9
139695000                 9
139608000                 9
139700000                 9
139726000                 9
13e3e7000                 9
106deb000                 9
106d0c000                 9
106c38000                 9
106dee000                 9
2132a000                  9
139605000                 9
106bf2000                 9
1395f5000                 9
139659000                 9
106970000                 9
13951c000                 9
1069d2000                 9
21102000                  9
106939000                 9
106938000                 9
117879000                 9
1178e4000                 9
11787c000                 9
213ff000                  9
213fe000                  9
210f2000                  9
210f1000                  9
109402000                 9
109408000                 9
10b4ce000                 9
10d7b0000                 9
10daf3000                 9
1394d6000                 9
10dc05000                 9
106cfe000                 9
21115000                  9
211b7000                  9
10dc09000                 9
2135d000                  9
216ba000                  9
11795d000                 9
11796a000                 9
117995000                 9
117994000                 9
117988000                 9
1178e8000                 9
11796b000                 9
11796d000                 9
11796c000                 9
117968000                 9
117964000                 9
117965000                 9
117881000                 9
117967000                 9
117969000                 9
1179e7000                 9
1178b6000                 9
2107a000                  9
210f0000                  9
10707b000                 9
10dafa000                 9
10dafb000                 9
213fb000                  9
106944000                 9
21370000                  9
2199f000                  9
10dbec000                 9
10e211000                 9
10db01000                 9
10db00000                 9
10e213000                 9
10dafc000                 9
10dc0b000                 9
1060bb000                 9
10dafe000                 9
10dafd000                 9
10db02000                 9
10dbf6000                 9
10e224000                 9
10dbed000                 9
10dbfb000                 9
10e225000                 9
106fb2000                 9
13e2c0000                 9
106235000                 9
13e2f1000                 9
21388000                  9
106527000                 9
139456000                 9
107ca9000                 9
107ca8000                 9
107da0000                 9
107f92000                 9
107875000                 9
106a57000                 9
10e215000                 9
10e229000                 9
10e210000                 9
10dbf2000                 9
10dbf1000                 9
1179bc000                 9
1179c0000                 9
117977000                 9
1179ec000                 9
1179be000                 9
1178bd000                 9
1178be000                 9
1179bd000                 9
10dbef000                 9
11790b000                 9
10dbf7000                 9
10dc0f000                 9
1178b7000                 9
1178b8000                 9
1178c4000                 9
1179bb000                 9
1178c3000                 9
1178bb000                 9
1178c0000                 9
1178bf000                 9
1178bc000                 9
1178ba000                 9
1178b9000                 9
1178c5000                 9
1178ca000                 9
1178cb000                 9
1178cd000                 9
1178ce000                 9
10dbee000                 9
1179ba000                 9
1178a0000                 9
10e20f000                 9
10dc14000                 9
1179e5000                 9
1179e6000                 9
1179e4000                 9
10e214000                 9
10e216000                 9
117909000                 9
11790a000                 9
11794d000                 9
117912000                 9
11794f000                 9
11794e000                 9
11790c000                 9
117950000                 9
11790f000                 9
10dbf0000                 9
11794c000                 9
117948000                 9
11790d000                 9
11794b000                 9
117949000                 9
11794a000                 9
117947000                 9
106e9f000                 9
2136f000                  9
11291a000                 9
109e14000                 9
109e15000                 9
1128f3000                 9
1129dd000                 9
1129c3000                 9
1129bb000                 9
1129f1000                 9
11296d000                 9
13957d000                 9
1129bd000                 9
11295c000                 9
1128ef000                 9
1129c5000                 9
1129fb000                 9
1129e2000                 9
1129b4000                 9
1128ba000                 9
112983000                 9
1129e9000                 9
1128a7000                 9
1128a1000                 9
112871000                 9
11286f000                 9
1129c4000                 9
1129f2000                 9
11297c000                 9
112909000                 9
213f5000                  9
210e3000                  9
212d3000                  9
112952000                 9
1129cc000                 9
1128a8000                 9
1129da000                 9
112894000                 9
1129db000                 9
1128e0000                 9
1128b9000                 9
112925000                 9
112926000                 9
1129df000                 9
11296e000                 9
213f9000                  9
210f5000                  9
210f4000                  9
213fa000                  9
11290e000                 9
11294e000                 9
112918000                 9
112959000                 9
112932000                 9
11293d000                 9
11292a000                 9
112923000                 9
11290f000                 9
112859000                 9
109e10000                 9
2168e000                  9
106dae000                 9
106bc9000                 9
21918000                  9
107094000                 9
106fd8000                 9
214a2000                  9
212ba000                  9
212b9000                  9
212b8000                  9
2155c000                  9
21100000                  9
21103000                  9
21229000                  9
212e6000                  9
21193000                  9
2103e000                  9
13e35f000                 9
13e311000                 9
214c9000                  9
107230000                 9
107a81000                 9
106fb5000                 9
21398000                  9
21405000                  9
21396000                  9
21403000                  9
212ab000                  9
211ad000                  9
21381000                  9
13e255000                 9
106bc0000                 9
106dd8000                 9
1094a5000                 9
108634000                 9
1094e4000                 9
109ab4000                 9
109a8b000                 9
109ab0000                 9
109aab000                 9
109199000                 9
109aaf000                 9
109aae000                 9
109a8c000                 9
109ab8000                 9
109a8d000                 9
109ab5000                 9
109aad000                 9
109ab1000                 9
109ab2000                 9
109aa3000                 9
109a90000                 9
109a97000                 9
109aa6000                 9
109aac000                 9
109a92000                 9
109a9e000                 9
109a9d000                 9
109a9a000                 9
109a9c000                 9
109a9b000                 9
109a99000                 9
109a93000                 9
109a94000                 9
10841c000                 9
109420000                 9
109a96000                 9
109a98000                 9
109417000                 9
108a95000                 9
1092aa000                 9
1084ae000                 9
10941c000                 9
109ab3000                 9
1092b4000                 9
109aaa000                 9
109a9f000                 9
109aa2000                 9
109423000                 9
10941a000                 9
10709e000                 9
212ad000                  9
212af000                  9
108f3a000                 9
1086a5000                 9
109418000                 9
1081ed000                 9
10c73c000                 9
10c73a000                 9
10c739000                 9
10c714000                 9
10c731000                 9
10c732000                 9
10c72f000                 9
10c730000                 9
10c6a7000                 9
10c725000                 9
10c71b000                 9
10c724000                 9
10c71a000                 9
10c72e000                 9
10c733000                 9
10c715000                 9
10c716000                 9
10c71c000                 9
10c719000                 9
106e5b000                 9
10c717000                 9
10c72b000                 9
10c729000                 9
10c726000                 9
10c71e000                 9
10c71f000                 9
10c71d000                 9
10c73b000                 9
10c721000                 9
10c70e000                 9
107071000                 9
107072000                 9
139443000                 9
106975000                 9
107062000                 9
21434000                  9
21432000                  9
21560000                  9
21433000                  9
107b31000                 9
107b3b000                 9
10c704000                 9
1080dd000                 9
108028000                 9
10802b000                 9
211bc000                  9
211c3000                  9
10c702000                 9
10c6e7000                 9
10c6c9000                 9
103619000                 9
103601000                 9
10383d000                 9
10372c000                 9
103711000                 9
103713000                 9
103716000                 9
103718000                 9
10371a000                 9
10371c000                 9
10371e000                 9
103704000                 9
103733000                 9
103708000                 9
10370b000                 9
10370c000                 9
10370d000                 9
1036f4000                 9
10384d000                 9
103848000                 9
10382f000                 9
10c6c0000                 9
10c6c1000                 9
10c6e8000                 9
10c6cc000                 9
10c6c7000                 9
10c6c6000                 9
21309000                  9
215b3000                  9
10c6a8000                 9
10c6e2000                 9
10c6e5000                 9
10c700000                 9
106cdd000                 9
10c75b000                 9
10c6d3000                 9
10c6f9000                 9
107b27000                 9
1081a1000                 9
107d6b000                 9
10c6d7000                 9
107b46000                 9
10c775000                 9
10c776000                 9
10c77f000                 9
10c6de000                 9
10c773000                 9
10c770000                 9
10c777000                 9
10c774000                 9
10c771000                 9
10c77e000                 9
10c780000                 9
10c6ee000                 9
213a1000                  9
10c772000                 9
10c76f000                 9
10c762000                 9
2132c000                  9
212e8000                  9
106f75000                 9
213ce000                  9
21431000                  9
21472000                  9
21414000                  9
108edd000                 9
106380000                 9
108cf1000                 9
10606b000                 9
10cd0e000                 9
106398000                 9
108da7000                 9
10cd00000                 9
